Organization,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
tidepool,|Curated Web|, Curated Web ," 15,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,5/3/2011,2011-05,2011-Q2,2011,5/4/2012,5/4/2012,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiempo-2,|Small and Medium Businesses|SaaS|Software|, Small and Medium Businesses ," 1,20,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,10/1/2013,2013-10,2013-Q4,2013,7/16/2014,7/16/2014,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tier-1-performance,|Software|, Software ," 7,50,000 ",operating,USA,KY,KY - Other,Covington,1,1/1/1993,1993-01,1993-Q1,1993,11/11/2005,11/11/2005,0,750000,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0
tiffs-treats-holdings,|Hospitality|, Hospitality ," 22,00,000 ",operating,USA,TX,Austin,Austin,1,1/1/1999,1999-01,1999-Q1,1999,7/24/2013,7/24/2013,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tigertext,|Messaging|, Messaging ," 3,11,00,000 ",operating,USA,CA,Los Angeles,Santa Monica,3,2/1/2010,2010-02,2010-Q1,2010,9/28/2010,1/27/2014,0,29200000,0,0,0,0,1900000,0,0,0,0,0,0,8200000,21000000,0,0,0,0,0,0
tiggly,|Hardware + Software|Toys|Apps|Education|, Apps ," 82,12,500 ",operating,USA,NY,New York City,New York,5,5/1/2012,2012-05,2012-Q2,2012,6/1/2013,10/14/2014,750000,7212500,0,0,0,0,250000,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
tigo-energy,|Clean Technology|, Clean Technology ," 8,71,86,401 ",operating,USA,CA,SF Bay Area,Los Gatos,13,1/1/2007,2007-01,2007-Q1,2007,5/23/2008,10/24/2014,0,80417579,0,0,475000,6293822,0,0,0,0,0,0,0,7661116,10000000,25144000,18000000,0,0,0,0
tigris-pharmaceuticals,|Biotechnology|, Biotechnology ," 65,00,000 ",operating,USA,FL,"Naples, Florida",Bonita Springs,1,1/1/2005,2005-01,2005-Q1,2005,9/28/2010,9/28/2010,0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0
tilana-systems,|Software|, Software ," 1,23,450 ",operating,USA,CA,San Diego,San Diego,1,1/1/2005,2005-01,2005-Q1,2005,6/4/2010,6/4/2010,0,123450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tile,|Mobile|, Mobile ," 1,58,00,000 ",operating,USA,CA,SF Bay Area,San Mateo,4,12/1/2012,2012-12,2012-Q4,2012,2/20/2013,10/1/2014,3700000,9500000,0,0,0,0,0,0,0,0,0,0,2600000,9500000,0,0,0,0,0,0,0
tilera,|Semiconductors|, Semiconductors ," 12,75,22,596 ",acquired,USA,CA,SF Bay Area,San Jose,7,1/1/2004,2004-01,2004-Q1,2004,6/13/2005,7/19/2012,0,127522596,0,0,0,0,0,0,0,0,0,0,0,15000000,23000000,25000000,45000000,0,0,0,0
emn8,|Mobile Payments|Mobile Commerce|Enterprise Software|, Enterprise Software ," 8,58,00,177 ",operating,USA,CA,San Diego,San Diego,9,1/1/2006,2006-01,2006-Q1,2006,8/22/2003,6/26/2013,0,79800177,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tilson,|Software|, Software ," 9,50,000 ",operating,USA,ME,"Portland, Maine",Portland,2,1/1/1996,1996-01,1996-Q1,1996,11/27/2013,9/2/2014,0,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowdtilt,|Finance|, Finance ," 3,71,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,2/8/2012,2012-02,2012-Q1,2012,5/17/2012,12/16/2013,2100000,35000000,0,0,0,0,0,0,0,0,0,0,0,12000000,23000000,0,0,0,0,0,0
timbre,|Ticketing|Ediscovery|Music|iOS|Apps|Concerts|Mobile|, Mobile ," 3,60,000 ",acquired,USA,MA,Boston,Cambridge,1,9/7/2012,2012-09,2012-Q3,2012,2/7/2013,2/7/2013,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timbuktu-labs,|Games|Toys|Parenting|Publishing|Apps|iPad|Tablets|Textbooks|Kids|Education|, Education ," 5,70,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,4/27/2012,2012-04,2012-Q2,2012,7/1/2012,1/20/2013,570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
time-bomb-deals,|Advertising|, Advertising ," 4,25,000 ",closed,USA,CO,Denver,Denver,1,4/1/2011,2011-04,2011-Q2,2011,1/1/2012,1/1/2012,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
time-to-cater,|Restaurants|Hospitality|E-Commerce|, Hospitality ," 1,52,500 ",operating,USA,MO,St. Louis,St Louis,2,3/1/2011,2011-03,2011-Q1,2011,2/1/2013,2/1/2014,50000,0,0,0,0,0,102500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timebridge,|Collaboration|Online Scheduling|Meeting Software|Curated Web|, Collaboration ," 1,24,00,000 ",acquired,USA,CA,SF Bay Area,Mountain View,3,5/1/2005,2005-05,2005-Q2,2005,7/5/2005,5/11/2009,0,12400000,0,0,0,0,0,0,0,0,0,0,0,1400000,5000000,0,0,0,0,0,0
timehop,|Finance|Photography|, Photography ," 1,41,18,000 ",operating,USA,NY,New York City,New York,4,1/1/2010,2010-01,2010-Q1,2010,1/1/2011,7/22/2014,1118000,13000000,0,0,0,0,0,0,0,0,0,0,0,3000000,10000000,0,0,0,0,0,0
timelab,|Semiconductors|, Semiconductors ," 75,00,000 ",operating,USA,MA,Boston,Andover,1,1/1/2001,2001-01,2001-Q1,2001,1/1/2005,1/1/2005,0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timeline-labs-tll,|Content|Real Time|, Content ," 6,17,000 ",operating,USA,CA,Los Angeles,Santa Monica,1,12/1/2012,2012-12,2012-Q4,2012,6/21/2013,6/21/2013,617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timeshare-broker-sales,|Real Estate|, Real Estate ," 1,00,000 ",operating,USA,FL,Tampa,Tampa,1,1/1/2010,2010-01,2010-Q1,2010,1/1/2010,1/1/2010,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timesight-systems,|Security|, Security ," 65,49,170 ",closed,USA,NJ,NJ - Other,Mount Laurel,5,1/1/2008,2008-01,2008-Q1,2008,10/21/2008,4/20/2012,0,5299170,0,0,0,1250000,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
timetrade-systems,|Events|Meeting Software|Services|SaaS|Software|Online Scheduling|Enterprise Software|, Enterprise Software ," 1,23,22,500 ",operating,USA,MA,Boston,Tewksbury,4,1/1/2000,2000-01,2000-Q1,2000,5/1/2006,9/24/2010,0,10600000,0,0,0,1722500,0,0,0,0,0,0,0,5600000,0,5000000,0,0,0,0,0
timzon,|Finance|Messaging|, Messaging ,"18,000",operating,USA,CO,Denver,Boulder,1,11/20/2008,2008-11,2008-Q4,2008,8/6/2009,8/6/2009,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinderbox,|Sales and Marketing|Document Management|Software|, Document Management ," 43,00,000 ",operating,USA,IN,Indianapolis,Indianapolis,2,1/1/2010,2010-01,2010-Q1,2010,2/25/2013,3/26/2014,0,4300000,0,0,0,0,0,0,0,0,0,0,0,0,1300000,3000000,0,0,0,0,0
tindie,|Marketplaces|, Marketplaces ," 17,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2012,2012-01,2012-Q1,2012,12/17/2012,12/17/2012,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinfoil-security,|High Tech|Internet|Security|, High Tech ," 1,00,000 ",operating,USA,CA,SF Bay Area,Palo Alto,3,1/1/2011,2011-01,2011-Q1,2011,8/1/2011,10/24/2011,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tingz,|Web Tools|Software|Consumers|Social Media|, Consumers ," 2,80,000 ",operating,USA,TN,Knoxville,Knoxville,1,4/27/2007,2007-04,2007-Q2,2007,6/26/2008,6/26/2008,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinker-square,|Information Technology|, Information Technology ,"45,000",operating,USA,CA,SF Bay Area,Los Gatos,1,1/1/2012,2012-01,2012-Q1,2012,2/24/2012,2/24/2012,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tins-ly,|Software|, Software ,"25,000",operating,USA,CO,Colorado Springs,Colorado Springs,1,6/1/2010,2010-06,2010-Q2,2010,11/1/2011,11/1/2011,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tintri,|Virtualization|Enterprise Software|, Virtualization ," 13,50,00,000 ",operating,USA,CA,SF Bay Area,Mountain View,4,1/1/2008,2008-01,2008-Q1,2008,3/24/2011,2/13/2014,0,135000000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,0,75000000,0,0,0
tiny-pictures,|Photography|Mobile|, Photography ," 1,12,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,3,8/1/2005,2005-08,2005-Q3,2005,5/1/2005,2/1/2008,0,11200000,0,0,0,0,0,0,0,0,0,0,0,4000000,7200000,0,0,0,0,0,0
tiny-review,|Guides|Reviews and Recommendations|Location Based Services|Mobile|Curated Web|, Guides ," 3,00,000 ",acquired,USA,CA,SF Bay Area,Palo Alto,2,8/20/2011,2011-08,2011-Q3,2011,10/1/2011,2/1/2012,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinybeans,|Content|Video|Photography|Journalism|Kids|Parenting|Curated Web|, Journalism ," 17,51,957 ",operating,USA,NY,New York City,New York,1,3/1/2012,2012-03,2012-Q1,2012,9/29/2014,9/29/2014,1751957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinybop,|iOS|Education|Media|Apps|Life Sciences|Kids|Software|, Software ," 60,00,000 ",operating,USA,NY,New York City,Brooklyn,2,11/1/2011,2011-11,2011-Q4,2011,11/1/2012,5/23/2014,1000000,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
tinychat,|Chat|Curated Web|, Chat ," 15,00,000 ",operating,USA,NY,Long Island,Glen Cove,1,1/25/2009,2009-01,2009-Q1,2009,1/25/2011,1/25/2011,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tinycircuits,|Hardware + Software|, Hardware + Software ," 2,38,812 ",operating,USA,OH,Akron - Canton,Akron,2,1/1/2011,2011-01,2011-Q1,2011,9/4/2013,10/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,238812,0,0,0,0,0,0,0,0
tinyco,|Games|, Games ," 3,80,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2009,2009-01,2009-Q1,2009,2/25/2011,11/14/2013,0,38000000,0,0,0,0,0,0,0,0,0,0,0,18000000,20000000,0,0,0,0,0,0
tinypass,|Software|SaaS|Payments|E-Commerce|, E-Commerce ," 30,00,000 ",operating,USA,NY,New York City,New York,1,1/1/2011,2011-01,2011-Q1,2011,6/14/2013,6/14/2013,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tioga-energy,|Clean Technology|, Clean Technology ," 4,50,00,000 ",closed,USA,CA,SF Bay Area,San Mateo,4,1/1/2007,2007-01,2007-Q1,2007,6/5/2007,12/18/2009,0,44000000,0,0,0,1000000,0,0,0,0,0,0,0,24000000,20000000,0,0,0,0,0,0
tioga-pharmaceuticals,|Biotechnology|, Biotechnology ," 5,70,00,000 ",operating,USA,CA,San Diego,San Diego,5,1/1/2005,2005-01,2005-Q1,2005,1/9/2006,4/12/2012,0,52000000,0,0,0,5000000,0,0,0,0,0,0,0,42000000,10000000,0,0,0,0,0,0
tipalti,|Payments|E-Commerce|, E-Commerce ," 1,30,00,000 ",operating,USA,CA,Los Angeles,Agoura Hills,1,1/1/2010,2010-01,2010-Q1,2010,10/22/2014,10/22/2014,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0
tipbit,|Apps|Software|, Apps ," 59,50,000 ",operating,USA,WA,Seattle,Bellevue,2,1/1/2011,2011-01,2011-Q1,2011,5/22/2013,3/13/2014,0,4000000,0,0,0,1950000,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
tipcity,|Android|iPhone|Software|Coupons|Advertising|Mobile|, Android ," 3,50,000 ",closed,USA,CA,San Diego,San Diego,1,6/1/2009,2009-06,2009-Q2,2009,5/1/2010,5/1/2010,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tipjoy,|Charity|Payments|, Charity ," 10,00,000 ",closed,USA,MA,MA - Other,Arlington Heights,2,5/19/2014,2014-05,2014-Q2,2014,1/1/2008,9/24/2008,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tipping-bucket,|Environmental Innovation|Clean Energy|Education|Networking|Social Media|Entrepreneur|Nonprofits|Crowdfunding|Humanitarian|Enterprise Software|, Enterprise Software ,"72,000",closed,USA,UT,Salt Lake City,Provo,2,4/8/2009,2009-04,2009-Q2,2009,4/1/2009,3/1/2010,22000,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiptap,|Consulting|Technology|Software|, Software ," 37,50,000 ",operating,USA,MA,Boston,Cambridge,3,7/28/2010,2010-07,2010-Q3,2010,4/1/2011,5/31/2013,0,3000000,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0
tiqiq,|Ticketing|E-Commerce|, E-Commerce ," 40,00,000 ",operating,USA,NY,New York City,New York,3,1/31/2009,2009-01,2009-Q1,2009,2/2/2012,2/20/2014,0,3400000,0,0,0,600000,0,0,0,0,0,0,0,1700000,0,0,0,0,0,0,0
tissue-genesis,|Biotechnology|, Biotechnology ," 1,39,39,309 ",operating,USA,HI,Honolulu,Honolulu,4,1/1/2001,2001-01,2001-Q1,2001,4/22/2010,9/3/2014,0,13939309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissue-regeneration-systems,|Biotechnology|, Biotechnology ," 1,07,38,821 ",operating,USA,WA,Seattle,Kirkland,3,1/1/2005,2005-01,2005-Q1,2005,9/7/2012,4/10/2014,0,6100000,0,0,0,0,0,0,4638821,0,0,0,0,0,4600000,0,0,0,0,0,0
tissuetech,|Medical|Health Care|Biotechnology|, Biotechnology ," 2,27,90,000 ",operating,USA,FL,Miami,Miami,4,1/1/2001,2001-01,2001-Q1,2001,10/15/2012,10/15/2013,0,12790000,0,0,0,0,0,0,10000000,0,0,0,0,10000000,0,0,0,0,0,0,0
titan-atlas-global,|Manufacturing|, Manufacturing ," 13,00,000 ",operating,USA,SC,"Charleston, South Carolina",Charleston,1,12/31/2012,2012-12,2012-Q4,2012,3/19/2014,3/19/2014,0,0,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titan-gaming,|Social Network Media|Games|, Games ," 10,00,000 ",operating,USA,CA,Los Angeles,Santa Monica,1,1/1/2010,2010-01,2010-Q1,2010,5/18/2010,5/18/2010,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titansan,|Software|, Software ," 8,12,500 ",operating,USA,CA,Anaheim,Newport Beach,2,1/1/2008,2008-01,2008-Q1,2008,3/12/2009,12/27/2011,0,812500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titin-tech,|Exercise|Manufacturing|Fitness|, Exercise ," 10,00,000 ",operating,USA,GA,Atlanta,Kennesaw,1,1/1/2011,2011-01,2011-Q1,2011,9/11/2014,9/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0
tivity,|Networking|Sports|, Networking ,"18,000",closed,USA,NY,Syracuse,Syracuse,1,5/11/2010,2010-05,2010-Q2,2010,5/14/2012,5/14/2012,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tivix,|Finance|Mobile|Web Development|Software|, Software ," 7,50,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,9/15/2008,2008-09,2008-Q3,2008,9/10/2008,9/10/2008,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tivra,|Lighting|Semiconductors|Electronics|, Lighting ," 2,50,000 ",operating,USA,CA,SF Bay Area,Pleasant Hill,1,1/1/2012,2012-01,2012-Q1,2012,7/1/2012,7/1/2012,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tivus,|Games|, Games ,"50,000",operating,USA,NE,Omaha,Omaha,1,1/1/2009,2009-01,2009-Q1,2009,10/28/2010,10/28/2010,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tixalert,|Mobile|, Mobile ,"90,000",operating,USA,CA,San Diego,San Diego,1,1/1/2012,2012-01,2012-Q1,2012,6/2/2013,6/2/2013,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tixers,|Concerts|Ticketing|Sports|, Sports ," 3,55,000 ",operating,USA,KY,KY - Other,Covington,2,1/1/2013,2013-01,2013-Q1,2013,1/1/2013,8/4/2014,250000,0,0,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roupologia,|Lifestyle|Mobile|Fashion|, Mobile ," 3,43,500 ",operating,USA,FL,Miami,Miami,2,9/22/2013,2013-09,2013-Q3,2013,4/23/2014,11/24/2014,0,0,0,93500,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tizra,|Security|E-Books|SaaS|Software|, Security ," 8,50,000 ",operating,USA,RI,Providence,Providence,2,3/1/2006,2006-03,2006-Q1,2006,5/1/2007,9/1/2008,500000,350000,0,0,0,0,0,0,0,0,0,0,0,350000,0,0,0,0,0,0,0
tmj-health,|Biotechnology|, Biotechnology ," 20,00,000 ",operating,USA,MI,Detroit,Farmington Hills,1,1/1/2013,2013-01,2013-Q1,2013,1/15/2014,1/15/2014,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmm-inc,|Data Security|Video Streaming|Television|Video|Photography|, Photography ," 35,36,500 ",operating,USA,DE,"Wilmington, Delaware",Wilmington,3,8/1/1990,1990-08,1990-Q3,1990,12/31/2011,12/31/2012,0,3536500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tms-neurohealth-centers-tysons-corner,|Biotechnology|, Biotechnology ," 7,50,000 ",operating,USA,VA,"Washington, D.C.",Mclean,1,1/1/2011,2011-01,2011-Q1,2011,8/23/2011,8/23/2011,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tni-biotech,|Biotechnology|, Biotechnology ," 28,92,750 ",operating,USA,MD,"Washington, D.C.",Bethesda,1,1/1/2012,2012-01,2012-Q1,2012,9/11/2013,9/11/2013,0,2892750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toa-technologies,|Enterprise Software|SaaS|Software|, SaaS ," 9,62,00,000 ",acquired,USA,OH,Cleveland,Beachwood,3,1/1/2003,2003-01,2003-Q1,2003,6/3/2008,7/16/2013,0,96200000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,17200000,66000000,0,0,0
tocagen,|Biotechnology|, Biotechnology ," 6,89,07,032 ",operating,USA,CA,San Diego,San Diego,8,1/1/2007,2007-01,2007-Q1,2007,6/2/2009,7/11/2014,0,68907032,0,0,0,0,0,0,0,0,0,0,0,0,10846000,12116163,7800000,0,0,0,0
tocomail,|Messaging|, Messaging ," 5,00,000 ",operating,USA,MA,Boston,Waltham,1,2/12/2014,2014-02,2014-Q1,2014,1/1/2014,1/1/2014,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
todaytix,|Software|, Software ," 61,00,000 ",operating,USA,NY,New York City,New York,1,3/1/2013,2013-03,2013-Q1,2013,11/20/2014,11/20/2014,0,6100000,0,0,0,0,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0
todocast-tv,|Games|, Games ," 16,36,120 ",operating,USA,CA,"Orange County, California",San Juan Capistrano,1,3/1/2009,2009-03,2009-Q1,2009,12/19/2011,12/19/2011,1636120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
together-mobile,|Mobile|, Mobile ," 87,55,000 ",operating,USA,TX,Austin,Austin,2,1/1/2013,2013-01,2013-Q1,2013,7/11/2013,9/12/2013,0,8755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tok-tv,|Television|Sports|Social Television|Consumer Electronics|Software|, Television ," 8,20,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2012,2012-01,2012-Q1,2012,5/1/2012,6/13/2014,0,0,0,0,0,0,820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tokai-pharmaceuticals,|Biotechnology|, Biotechnology ," 10,04,99,993 ",operating,USA,MA,Boston,Cambridge,4,1/1/2004,2004-01,2004-Q1,2004,6/9/2009,5/15/2013,0,100499993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000000,35500000,0,0,0
tokbox,|Video Conferencing|Archiving|Messaging|, Archiving ," 2,60,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,3,5/1/2007,2007-05,2007-Q2,2007,12/26/2007,11/15/2010,0,26000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,12000000,0,0,0,0,0
tokutek,|Enterprise Software|, Enterprise Software ," 48,00,000 ",operating,USA,MA,Boston,Lexington,3,1/1/2006,2006-01,2006-Q1,2006,8/20/2010,11/1/2012,0,4300000,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0
tolera-therapeutics,|Biotechnology|, Biotechnology ," 1,23,23,710 ",operating,USA,MI,Kalamazoo,Kalamazoo,6,1/1/2007,2007-01,2007-Q1,2007,6/16/2008,9/17/2014,0,9556000,0,0,0,2767710,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0
tolero-pharmaceuticals,|Biotechnology|, Biotechnology ," 2,57,34,560 ",operating,USA,UT,Salt Lake City,Salt Lake City,2,1/1/2011,2011-01,2011-Q1,2011,7/27/2012,11/5/2014,0,25734560,0,0,0,0,0,0,0,0,0,0,0,0,22400000,0,0,0,0,0,0
toltec-pharmaceuticals,|Biotechnology|, Biotechnology ," 20,25,200 ",operating,USA,IL,Chicago,Chicago,1,1/1/2006,2006-01,2006-Q1,2006,9/25/2013,9/25/2013,0,2025200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tolven-inc,|Biotechnology|, Biotechnology ," 36,14,333 ",operating,USA,CA,Napa Valley,Sonoma,1,2/1/2006,2006-02,2006-Q1,2006,11/22/2010,11/22/2010,0,3614333,0,0,0,0,0,0,0,0,0,0,0,3614333,0,0,0,0,0,0,0
toma-biosciences,|Biotechnology|, Biotechnology ," 35,97,498 ",operating,USA,CA,SF Bay Area,Foster City,1,1/1/2011,2011-01,2011-Q1,2011,1/22/2014,1/22/2014,0,3597498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomfoolery,|Mobile|, Mobile ," 17,00,000 ",closed,USA,CA,SF Bay Area,San Francisco,2,8/1/2012,2012-08,2012-Q3,2012,1/30/2013,8/16/2013,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomi-environmental-solutions,|Clean Technology|, Clean Technology ," 48,54,170 ",operating,USA,CA,Los Angeles,Beverly Hills,3,1/1/2007,2007-01,2007-Q1,2007,5/30/2008,10/6/2014,350000,4504170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toms-shoes,|Fashion|Retail|E-Commerce|, E-Commerce ," 3,00,000 ",acquired,USA,CA,Los Angeles,Los Angeles,1,1/1/2006,2006-01,2006-Q1,2006,5/1/2006,5/1/2006,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomveyi-bidamon,|Social Media|, Social Media ,"15,000",operating,USA,GA,Atlanta,Atlanta,1,12/12/2012,2012-12,2012-Q4,2012,1/1/2014,1/1/2014,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongal,|Music|Crowdsourcing|Advertising|Entertainment|Sales and Marketing|Curated Web|, Entertainment ," 2,12,46,000 ",operating,USA,CA,Los Angeles,Santa Monica,3,5/1/2009,2009-05,2009-Q2,2009,6/1/2008,10/14/2014,0,21246000,0,0,0,0,0,0,0,0,0,0,0,1246000,15000000,5000000,0,0,0,0,0
tonix-pharmaceuticals-holding,|Biotechnology|, Biotechnology ," 23,35,000 ",operating,USA,NY,New York City,New York,2,1/1/2007,2007-01,2007-Q1,2007,10/20/2011,11/21/2012,0,0,0,0,0,2335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toodalu,|Mobile|, Mobile ," 2,50,000 ",operating,USA,IL,Chicago,Chicago,1,1/1/2010,2010-01,2010-Q1,2010,3/8/2010,3/8/2010,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toolwire,|Curated Web|, Curated Web ," 3,50,000 ",operating,USA,CA,SF Bay Area,Pleasanton,1,1/1/1999,1999-01,1999-Q1,1999,4/1/2009,4/1/2009,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toopher,|Mobile|Software|Security|, Software ," 27,90,599 ",operating,USA,TX,Austin,Austin,2,9/1/2011,2011-09,2011-Q3,2011,1/31/2013,8/20/2014,0,2790599,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
tooth-bank,|Biotechnology|, Biotechnology ," 2,00,000 ",operating,USA,IN,Indianapolis,Brownsburg,1,1/1/2014,2014-01,2014-Q1,2014,3/18/2014,3/18/2014,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ensuant,|Online Travel|Retail|Publishing|Consumer Internet|, Publishing ," 40,00,000 ",operating,USA,CA,SF Bay Area,Sunnyvale,1,1/10/2011,2011-01,2011-Q1,2011,6/23/2010,6/23/2010,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
top-doctors-labs,|Health Care|, Health Care ,"18,750",operating,USA,FL,Gainesville,Gainesville,1,1/1/2009,2009-01,2009-Q1,2009,8/8/2012,8/8/2012,0,18750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-hand-rodeo-tour,|Games|, Games ," 2,50,000 ",operating,USA,CT,Hartford,Monroe,1,1/1/2010,2010-01,2010-Q1,2010,12/29/2010,12/29/2010,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-image-systems,|Enterprise Software|, Enterprise Software ," 28,50,000 ",operating,USA,NY,New York City,New York,1,1/1/1991,1991-01,1991-Q1,1991,6/21/2011,6/21/2011,0,2850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
